PROJ,HASHID_FIX,HASHID_INDUCE,FILE
openjpa,f0286a268e1d3d1b97c361fe2bad743b8064094a,f27898f28082a42624d7dd5c7768523ef6b16f61,openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java
openjpa,f0286a268e1d3d1b97c361fe2bad743b8064094a,305758fc96e8ee05b632e3b7a4341b7dba36f16d,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java
openjpa,f0286a268e1d3d1b97c361fe2bad743b8064094a,f27898f28082a42624d7dd5c7768523ef6b16f61,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java
openjpa,f0286a268e1d3d1b97c361fe2bad743b8064094a,305758fc96e8ee05b632e3b7a4341b7dba36f16d,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java
openjpa,f0286a268e1d3d1b97c361fe2bad743b8064094a,b9183699ba5e4eb2335772077f2b0d8918767fb8,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java
openjpa,f0286a268e1d3d1b97c361fe2bad743b8064094a,305758fc96e8ee05b632e3b7a4341b7dba36f16d,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/DoubleValue.java
openjpa,f0286a268e1d3d1b97c361fe2bad743b8064094a,3d5b44956dd6b860b8367b25d5858ad7db0cd141,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/DoubleValue.java
openjpa,f0286a268e1d3d1b97c361fe2bad743b8064094a,305758fc96e8ee05b632e3b7a4341b7dba36f16d,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java
openjpa,f0286a268e1d3d1b97c361fe2bad743b8064094a,3b1cb17cbae7af2b985e3e7c11833282d1db58a2,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java
openjpa,f0286a268e1d3d1b97c361fe2bad743b8064094a,739ee54c198fc0a284156f40299e906b2b74db03,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java
openjpa,f0286a268e1d3d1b97c361fe2bad743b8064094a,b9476a8ae8357528aa70300abadcad10c7816126,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java
